# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:41 2025
#
# User preference: *
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,toi,toipfx,tid,tfopwg_disp,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
31,1027.02,1027,20318757,PC,11.0287500,0.0000354,-0.0000354,0,2.7150000,0.4040000,-0.4040000,0,1694.0000000,104.4320000,-104.4320000,0,2.7658600,0.2689270,-0.2689270,0,15.0463000,,,,548.0000000,,,,56.3449000,0.1324500,-0.1324500,0,4272.0000000,122.7000000,-122.7000000,0,4.6000000,0.1100000,-0.1100000,0,0.6800000,0.0600000,-0.0600000,0
32,1027.03,1027,20318757,PC,5.0113292,0.0000120,-0.0000120,0,1.0240000,0.4710000,-0.4710000,0,1210.0000000,182.0350000,-182.0350000,0,2.5231400,0.3027980,-0.3027980,0,17.1793000,,,,567.0000000,,,,56.3449000,0.1324500,-0.1324500,0,4272.0000000,122.7000000,-122.7000000,0,4.6000000,0.1100000,-0.1100000,0,0.6800000,0.0600000,-0.0600000,0
33,1028.01,1028,447283466,FP,1.0160600,0.0003400,-0.0003400,0,2.8430000,0.2780000,-0.2780000,0,240.0000000,0.3757090,-0.3757090,0,1.2070400,0.0989898,-0.0989898,0,2784.0400000,,,,2023.0000000,,,,23.7748000,0.0202500,-0.0202500,0,4634.0000000,120.9000000,-120.9000000,0,4.6400000,0.0900000,-0.0900000,0,0.6800000,0.0500000,-0.0500000,0
34,1029.01,1029,374908020,FP,36.2221400,0.0004600,-0.0004600,0,5.1070000,0.1880000,-0.1880000,0,7170.0000000,228.1730000,-228.1730000,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,,,,0
35,103.01,103,336732616,KP,3.5478540,0.0001490,-0.0001490,0,3.4943330,0.0492050,-0.0492050,0,10424.3718000,123.3593140,-123.3593140,0,14.5818410,0.1964350,-0.1964350,0,1212.0043760,,,,1504.8589530,,,,411.2110000,7.7520000,-7.7520000,0,6351.0000000,,,0,4.2289600,,,0,1.4000000,,,0
36,1030.01,1030,464296022,FP,12.1246519,0.0000103,-0.0000103,0,4.6120000,0.6670000,-0.6670000,0,7279.0000000,6484.9500000,-6484.9500000,0,17.6729000,2.5968800,-2.5968800,0,207.3200000,,,,1057.0000000,,,,78.4127300,2.8399200,-2.8399200,0,4807.6000000,60.0000000,-60.0000000,0,4.1700000,0.3600000,-0.3600000,0,1.0700000,0.0300000,-0.0300000,0
37,1031.01,1031,304021498,FP,5.6526230,0.0000254,-0.0000254,0,3.4340000,0.4750000,-0.4750000,0,1250.0000000,26.0133000,-26.0133000,0,8.9435400,1.1398800,-1.1398800,0,2717.0600000,,,,2011.0000000,,,,270.7710000,1.6275000,-1.6275000,0,6415.4000000,103.2000000,-103.2000000,0,3.9800000,0.0800000,-0.0800000,0,1.9200000,0.0800000,-0.0800000,0
38,1032.01,1032,146589986,PC,5.6643704,0.0000109,-0.0000109,0,3.8087395,0.0887935,-0.0887935,0,3491.8232968,95.2526700,-95.2526700,0,14.7738943,0.7471176,-0.7471176,0,7657.6621505,,,,2385.8536488,,,,587.1960000,18.7865000,-18.7865000,0,10395.0000000,320.6000000,-320.6000000,0,4.1300000,0.0700000,-0.0700000,0,2.3383701,0.1093570,-0.1093570,0
39,1033.01,1033,149601557,FP,29.0160175,0.0000647,-0.0000647,0,5.3450000,0.3140000,-0.3140000,0,1389.0000000,36.0326000,-36.0326000,0,6.7740600,,,0,33.2234000,,,,,,,,219.9400000,,,0,6113.1000000,,,0,,,,0,2.0100000,,,0
40,1034.01,1034,400595342,FP,3.6404389,0.0000082,-0.0000082,0,2.5339234,0.5744699,-0.5744699,0,476.3077321,35.1115139,-35.1115139,0,3.7025342,0.1738907,-0.1738907,0,9941.2265514,,,,2783.0980270,,,,363.4400000,4.9830000,-4.9830000,0,9810.0000000,173.7000000,-173.7000000,0,4.4300000,0.0600000,-0.0600000,0,1.6077600,0.0427739,-0.0427739,0
41,1035.01,1035,361413119,PC,6.0744477,0.0000059,-0.0000059,0,2.4954821,0.0518881,-0.0518881,0,5982.5212406,93.9391200,-93.9391200,0,30.9493217,11.6974440,-11.6974440,0,1487.5644344,,,,1583.9398898,,,,347.5560000,13.6300000,-13.6300000,0,5964.0000000,128.4000000,-128.4000000,0,3.7000000,0.0900000,-0.0900000,0,2.4303801,0.1515680,-0.1515680,0
42,1036.01,1036,146172354,PC,3.7795212,0.0000040,-0.0000040,0,2.9520000,0.1580000,-0.1580000,0,2761.0000000,60.2474000,-60.2474000,0,5.9837500,0.3118970,-0.3118970,0,466.5280000,,,,1294.0000000,,,,184.0150000,0.9620000,-0.9620000,0,5771.0000000,132.3000000,-132.3000000,0,4.3100000,0.0800000,-0.0800000,0,1.1800000,0.0600000,-0.0600000,0
43,1037.01,1037,363260203,FP,1.2025238,0.0000067,-0.0000067,0,1.9910000,0.0520000,-0.0520000,0,390.0000000,107.5700000,-107.5700000,0,6.3110600,1.9950400,-1.9950400,0,208477.0000000,,,,5952.0000000,,,,279.6980000,3.2790000,-3.2790000,0,9158.0000000,171.4000000,-171.4000000,0,4.3200000,0.0700000,-0.0700000,0,1.7400000,0.0500000,-0.0500000,0
44,1038.01,1038,90544017,FP,3.2235985,0.0000138,-0.0000138,0,2.1590000,0.4520000,-0.4520000,0,680.0000000,1.1300000,-1.1300000,0,5.5134100,,,0,2064.8000000,,,,,,,,280.7650000,,,0,8904.0000000,239.9000000,-239.9000000,0,4.0900000,1.3600000,-1.3600000,0,2.1700000,,,0
45,1039.01,1039,461867584,APC,4.4201250,0.0000085,-0.0000085,0,3.9560000,1.2590000,-1.2590000,0,2466.0000000,196.3000000,-196.3000000,0,,,,0,,,,,,,,,2864.3400000,1012.5400000,-1012.5400000,0,,,,0,,,,0,,,,0
46,104.01,104,231670397,KP,4.0872956,0.0000023,-0.0000023,0,5.5861130,0.0508755,-0.0508755,0,3572.1712499,35.6894260,-35.6894260,0,13.6237732,0.6518233,-0.6518233,0,2242.3605401,,,,1755.0767383,,,,316.6780000,2.9655000,-2.9655000,0,6036.0000000,,,0,3.9335900,,,0,2.2186699,0.1025730,-0.1025730,0
47,1040.01,1040,310483807,FP,2.5555500,0.0004500,-0.0004500,0,1.5660000,0.3750000,-0.3750000,0,340.0000000,1.3722400,-1.3722400,0,11.5901000,,,0,3520.6800000,,,,2145.0000000,,,,732.4320000,32.4490000,-32.4490000,0,10037.0000000,123.0000000,-123.0000000,0,,,,0,6.0400000,,,0
48,1041.01,1041,385624852,FP,8.3079200,0.0003700,-0.0003700,0,3.2280000,0.0890000,-0.0890000,0,8350.0000000,160.2380000,-160.2380000,0,43.1068000,4.4239900,-4.4239900,0,2276.2500000,,,,1924.0000000,,,,305.0340000,2.9810000,-2.9810000,0,9081.0000000,173.2000000,-173.2000000,0,3.8300000,0.0700000,-0.0700000,0,3.0500000,0.0900000,-0.0900000,0
49,1042.01,1042,360286627,PC,0.7580820,0.0000073,-0.0000073,0,1.8184632,0.1306038,-0.1306038,0,583.9318100,58.1024900,-58.1024900,0,10.1273702,0.6658212,-0.6658212,0,216218.1005011,,,,5499.7476332,,,,792.6330000,19.4965000,-19.4965000,0,9917.0000000,199.6000000,-199.6000000,0,3.7500000,0.0600000,-0.0600000,0,3.5086601,0.1201210,-0.1201210,0
50,1043.01,1043,90448944,FP,1.4415577,0.0000074,-0.0000074,0,2.3490000,0.6820000,-0.6820000,0,507.0000000,54.9645000,-54.9645000,0,3.6107800,0.2600400,-0.2600400,0,16861.8000000,,,,3174.0000000,,,,208.0550000,1.1015000,-1.1015000,0,6902.0000000,135.7000000,-135.7000000,0,4.2500000,0.0900000,-0.0900000,0,1.5200000,0.0600000,-0.0600000,0
51,1044.01,1044,463402815,PC,1.0085089,0.0000009,-0.0000009,0,1.6420000,0.3430000,-0.3430000,0,3051.0000000,688.9310000,-688.9310000,0,,,,0,,,,,,,,,494.6890000,9.5570000,-9.5570000,0,5215.2000000,1166.8000000,-1166.8000000,0,,,,0,,,,0
52,1045.01,1045,54044474,FP,3.7039994,0.0000037,-0.0000037,0,4.2770000,0.5990000,-0.5990000,0,7590.0000000,1.2209200,-1.2209200,0,17.5700000,0.7465730,-0.7465730,0,3546.1300000,,,,2149.0000000,,,,300.6960000,3.3695000,-3.3695000,0,7013.8000000,299.6000000,-299.6000000,0,4.2100000,0.4400000,-0.4400000,0,1.9000000,0.0800000,-0.0800000,0
53,1046.01,1046,309787037,FP,1.3042553,0.0000020,-0.0000020,0,1.7060000,0.2130000,-0.2130000,0,914.0000000,628.9540000,-628.9540000,0,9.3647200,1.3064700,-1.3064700,0,26944.7000000,,,,3569.0000000,,,,301.2980000,2.4960000,-2.4960000,0,6762.0000000,130.2000000,-130.2000000,0,4.1100000,0.0800000,-0.0800000,0,1.7500000,0.0700000,-0.0700000,0
54,1047.01,1047,370745311,FP,0.6262700,0.0000200,-0.0000200,0,0.6660000,0.1690000,-0.1690000,0,1880.0000000,68.5212000,-68.5212000,0,5.7216200,0.8944620,-0.8944620,0,3235.5700000,,,,2101.0000000,,,,134.9260000,1.0555000,-1.0555000,0,5622.0000000,131.2000000,-131.2000000,0,4.5000000,0.0700000,-0.0700000,0,0.9300000,0.0500000,-0.0500000,0
55,1048.01,1048,384549882,FP,0.3041200,0.0000100,-0.0000100,0,0.7480000,0.1000000,-0.1000000,0,1330.0000000,3.8310700,-3.8310700,0,10.4170000,0.6680570,-0.6680570,0,280833.0000000,,,,6413.0000000,,,,440.4260000,9.4840000,-9.4840000,0,11892.0000000,235.8000000,-235.8000000,0,4.1400000,0.0700000,-0.0700000,0,2.5200000,0.0900000,-0.0900000,0
56,1049.01,1049,16288184,KP,2.1805277,0.0000027,-0.0000027,0,2.9691750,0.0407210,-0.0407210,0,16340.1353205,426.8955700,-426.8955700,0,16.8088530,0.8821375,-0.8821375,0,1770.4650539,,,,1654.4040680,,,,314.9950000,7.0655000,-7.0655000,0,6599.0000000,200.0000000,-200.0000000,0,4.2101700,1.9641100,-1.9641100,0,1.2714601,0.0635578,-0.0635578,0
57,105.01,105,144065872,KP,2.1846669,0.0000005,-0.0000005,0,2.8652800,0.0090748,-0.0090748,0,11708.0228549,34.9285660,-34.9285660,0,13.7028527,0.6619751,-0.6619751,0,1362.1381428,,,,1549.4409801,,,,137.5440000,0.7905000,-0.7905000,0,5630.0000000,,,0,4.3775900,,,0,1.2382400,0.0596985,-0.0596985,0
58,1050.01,1050,66818296,KP,3.7354838,0.0000021,-0.0000021,0,4.1420000,0.0450000,-0.0450000,0,17030.0000000,0.2717320,-0.2717320,0,21.2315000,1.1957900,-1.1957900,0,1292.1900000,,,,1670.0000000,,,,405.9080000,8.6000000,-8.6000000,0,6650.0000000,,,0,4.1639000,,,0,1.5700000,0.0900000,-0.0900000,0
59,1051.01,1051,259863352,FA,21.7016690,0.0095323,-0.0095323,0,8.2676424,0.5088978,-0.5088978,0,211.6567325,25.1326920,-25.1326920,0,2.3751494,0.6983451,-0.6983451,0,52.0950000,,,,685.2000000,,,,53.1914900,,,0,5625.0000000,80.0000000,-80.0000000,0,4.4380000,,,0,1.5648600,0.1866290,-0.1866290,0
60,1052.01,1052,317060587,CP,9.1398040,0.0001109,-0.0001109,0,3.0912936,0.6627002,-0.6627002,0,358.4157801,33.7214740,-33.7214740,0,3.0629855,2.8175755,-2.8175755,0,243.0117630,,,,1006.9932829,,,,129.8040000,0.5575000,-0.5575000,0,5958.2000000,76.0000000,-76.0000000,0,4.3400000,0.1200000,-0.1200000,0,1.5800000,0.1651230,-0.1651230,0
61,1053.01,1053,112395568,FP,5.7426250,0.0006210,-0.0006210,0,2.8602930,0.2304990,-0.2304990,0,1105.7608670,87.9267300,-87.9267300,0,13.0885320,3.6366680,-3.6366680,0,,,,,,,,,263.7290000,2.8735000,-2.8735000,0,5664.0000000,188.0000000,-188.0000000,0,3.2657400,0.3552610,-0.3552610,0,3.8695900,0.6445680,-0.6445680,0
62,1054.01,1054,366989877,CP,15.5077855,0.0002372,-0.0002372,0,4.5650000,0.4270000,-0.4270000,0,513.0000000,25.4443000,-25.4443000,0,2.4343200,0.1429570,-0.1429570,0,88.0718000,,,,853.0000000,,,,88.4343000,0.2817500,-0.2817500,0,6122.0000000,194.0000000,-194.0000000,0,4.3088100,0.2685550,-0.2685550,0,1.1700000,0.0500000,-0.0500000,0
63,1055.01,1055,320004517,CP,17.4713078,0.0000176,-0.0000176,0,4.4284819,0.0990118,-0.0990118,0,1199.7541483,28.8726270,-28.8726270,0,3.5766828,0.2409907,-0.2409907,0,53.3700317,,,,689.3568807,,,,57.2651000,0.1869500,-0.1869500,0,5783.5400000,7.8242900,-7.8242900,0,4.4992500,0.0192310,-0.0192310,0,0.9746690,0.0546984,-0.0546984,0
64,1056.01,1056,421894914,PC,5.3079507,0.0000191,-0.0000191,0,3.2158594,0.2920944,-0.2920944,0,391.3830934,26.7662960,-26.7662960,0,3.0486928,0.3630359,-0.3630359,0,603.2401116,,,,1263.9861129,,,,168.3540000,0.6765000,-0.6765000,0,6124.3000000,83.0000000,-83.0000000,0,4.3800000,0.1600000,-0.1600000,0,1.3696300,0.0633668,-0.0633668,0
65,1057.01,1057,323132914,PC,51.1701501,0.0001962,-0.0001962,0,6.6641048,0.2877187,-0.2877187,0,851.4547808,36.1218760,-36.1218760,0,2.9366826,0.2657500,-0.2657500,0,11.2148229,,,,466.7322968,,,,98.2855000,0.2672500,-0.2672500,0,5599.0000000,187.0000000,-187.0000000,0,4.4613800,0.2699800,-0.2699800,0,0.9433560,0.0456583,-0.0456583,0
66,1058.01,1058,31553893,PC,11.1296441,0.0000603,-0.0000603,0,7.0473822,0.3110119,-0.3110119,0,951.6169809,60.7110020,-60.7110020,0,12.8402271,0.8162001,-0.8162001,0,1255.6817164,,,,1518.2372485,,,,338.8310000,6.7050000,-6.7050000,0,5785.0000000,189.0000000,-189.0000000,0,4.3440000,2.0035600,-2.0035600,0,3.4475601,0.1744170,-0.1744170,0
67,1059.01,1059,380783252,PC,9.4496506,0.0000028,-0.0000028,0,2.0210000,0.0270000,-0.0270000,0,19750.0000000,16.7663000,-16.7663000,0,17.0216000,1.1024900,-1.1024900,0,38.5799000,,,,694.0000000,,,,98.8783000,0.4197000,-0.4197000,0,5509.0000000,186.0000000,-186.0000000,0,4.3975800,2.0040800,-2.0040800,0,0.9400000,0.0600000,-0.0600000,0
68,106.01,106,38846515,KP,2.8493825,0.0000003,-0.0000003,0,3.5670000,0.0530000,-0.0530000,0,8049.0000000,25.0232000,-25.0232000,0,16.3869000,0.7347040,-0.7347040,0,2005.8300000,,,,1864.0000000,,,,364.4110000,2.7290000,-2.7290000,0,6900.0000000,,,0,4.4380000,,,0,1.7700000,0.0800000,-0.0800000,0
69,1060.01,1060,101230735,APC,2.0685633,0.0000040,-0.0000040,0,0.3730000,0.0650000,-0.0650000,0,502.0000000,169.2020000,-169.2020000,0,3.8973900,0.4173060,-0.4173060,0,24.4090000,,,,619.0000000,,,,128.4910000,3.3745000,-3.3745000,0,5687.9000000,76.0000000,-76.0000000,0,4.6000000,0.1200000,-0.1200000,0,1.1400000,0.0700000,-0.0700000,0
70,1061.01,1061,253990973,FP,0.5409330,0.0001070,-0.0001070,0,1.6743370,0.3297570,-0.3297570,0,257.3474590,27.6412140,-27.6412140,0,2.2850100,0.5732300,-0.5732300,0,,,,,,,,,133.1710000,0.6935000,-0.6935000,0,5525.0000000,186.0000000,-186.0000000,0,4.2534200,0.2966700,-0.2966700,0,1.2193500,0.1645800,-0.1645800,0
71,1062.01,1062,299799658,CP,4.1150576,0.0000056,-0.0000056,0,1.0800000,0.3230000,-0.3230000,0,487.0000000,50.8548000,-50.8548000,0,2.3005700,0.1683300,-0.1683300,0,77.3573000,,,,826.0000000,,,,82.1733000,0.1632000,-0.1632000,0,5394.0000000,185.0000000,-185.0000000,0,4.5094200,0.2760770,-0.2760770,0,0.8900000,0.0500000,-0.0500000,0
72,1063.01,1063,406976746,PC,10.0665238,0.0000237,-0.0000237,0,2.4023189,0.1599323,-0.1599323,0,839.9044871,47.5508350,-47.5508350,0,2.7272824,0.2128311,-0.2128311,0,54.8791715,,,,694.1792631,,,,61.1201000,0.1009000,-0.1009000,0,5552.0000000,187.0000000,-187.0000000,0,4.6178300,0.2634630,-0.2634630,0,0.7917420,0.0453065,-0.0453065,0
73,1064.01,1064,79748331,CP,6.4438657,0.0000165,-0.0000165,0,1.9309449,0.3014965,-0.3014965,0,1121.9512275,76.1576460,-76.1576460,0,2.4603440,1.6387280,-1.6387280,0,60.8313050,,,,712.2812841,,,,68.0726000,0.3620000,-0.3620000,0,4803.0000000,178.0000000,-178.0000000,0,4.5207900,2.0034800,-2.0034800,0,0.7371890,0.0567035,-0.0567035,0
74,1064.02,1064,79748331,CP,12.2265595,0.0000269,-0.0000269,0,2.1904379,0.4219775,-0.4219775,0,1206.3693293,86.6094400,-86.6094400,0,2.6014766,1.7533404,-1.7533404,0,25.8970378,,,,575.3502049,,,,68.0726000,0.3620000,-0.3620000,0,4803.0000000,178.0000000,-178.0000000,0,4.5207900,2.0034800,-2.0034800,0,0.7371890,0.0567035,-0.0567035,0
75,1065.01,1065,7088246,KP,2.1603440,0.0002760,-0.0002760,0,1.8288540,0.1448100,-0.1448100,0,19357.9929920,1487.6189000,-1487.6189000,0,22.5035410,17.5002040,-17.5002040,0,,,,,,,,,639.0040000,9.4715000,-9.4715000,0,5780.0000000,,,0,4.3292800,,,0,1.2000000,,,0
76,1066.01,1066,201604954,KP,4.6061840,0.0003920,-0.0003920,0,3.1216430,0.0788770,-0.0788770,0,13793.0348670,1031.5532000,-1031.5532000,0,12.9622190,0.5821830,-0.5821830,0,,,,,,,,,353.8910000,4.9190000,-4.9190000,0,5670.0000000,,,0,4.3925000,,,0,1.0700000,,,0
77,1067.01,1067,201642601,KP,3.1316735,0.0000033,-0.0000033,0,2.4579197,0.0815638,-0.0815638,0,14915.6943722,307.9136400,-307.9136400,0,9.4995191,0.3442331,-0.3442331,0,148.6544991,,,,890.5622134,,,,263.6090000,1.6590000,-1.6590000,0,4351.0000000,167.0000000,-167.0000000,0,4.4380000,,,0,0.7670100,,,0
78,1068.01,1068,6663331,KP,3.1803620,0.0002470,-0.0002470,0,2.1115210,0.1062580,-0.1062580,0,21192.4633240,682.4742400,-682.4742400,0,13.4464870,0.6006790,-0.6006790,0,,,,,,,,,535.3830000,7.8145000,-7.8145000,0,5498.0000000,,,0,4.4793400,,,0,0.9200000,,,0
79,1069.01,1069,31858843,KP,2.9776446,0.0000008,-0.0000008,0,2.9620000,0.0990000,-0.0990000,0,13022.0000000,123.0520000,-123.0520000,0,14.4339000,0.7657650,-0.7657650,0,758.3240000,,,,1461.0000000,,,,197.9960000,3.0380000,-3.0380000,0,5703.0000000,188.0000000,-188.0000000,0,4.2582400,0.2982820,-0.2982820,0,1.2200000,0.0600000,-0.0600000,0
80,107.01,107,92352620,KP,3.9502008,0.0000026,-0.0000026,0,4.4440000,0.0460000,-0.0460000,0,13914.0000000,95.9899000,-95.9899000,0,20.5357000,0.8996640,-0.8996640,0,1009.3800000,,,,1570.0000000,,,,211.2110000,2.4835000,-2.4835000,0,6153.0000000,,,0,4.1807700,,,0,1.7100000,0.0700000,-0.0700000,0
81,1070.01,1070,31858844,FP,2.9776152,0.0000978,-0.0000978,0,3.2569700,0.0302260,-0.0302260,0,43218.1116830,416.7277800,-416.7277800,0,26.8842300,0.1969780,-0.1969780,0,873.2700000,,,,1386.5000000,,,,,,,0,5740.0000000,,,0,4.2921900,,,0,1.2800000,,,0
82,1071.01,1071,120247528,KP,3.5544026,0.0000020,-0.0000020,0,2.0550535,0.0377042,-0.0377042,0,10164.8753396,290.7488700,-290.7488700,0,13.2006770,0.7620152,-0.7620152,0,515.0014435,,,,1214.9876435,,,,290.1980000,2.9370000,-2.9370000,0,5639.0000000,188.0000000,-188.0000000,0,4.3717200,2.0038700,-2.0038700,0,1.1149900,0.0591758,-0.0591758,0
83,1072.01,1072,140830390,FP,12.8379689,0.0031236,-0.0031236,0,9.8464123,0.1878411,-0.1878411,0,10539.0192794,361.0093400,-361.0093400,0,25.4886382,1.3767760,-1.3767760,0,374.1290000,,,,1225.0000000,,,,703.8780000,10.6960000,-10.6960000,0,5765.0000000,189.0000000,-189.0000000,0,4.3477300,2.0035800,-2.0035800,0,2.4494000,0.1169900,-0.1169900,0
84,1073.01,1073,158297421,CP,3.9228016,0.0000122,-0.0000122,0,1.8736007,0.0798146,-0.0798146,0,31510.9004906,1047.8658000,-1047.8658000,0,13.3368705,0.4312808,-0.4312808,0,91.1675890,,,,788.0973496,,,,300.6700000,3.8060000,-3.8060000,0,4444.0000000,168.0000000,-168.0000000,0,4.4380000,,,0,0.6983000,,,0
85,1074.01,1074,327301957,PC,13.9428705,0.0000585,-0.0000585,0,3.7522756,0.6019145,-0.6019145,0,1015.3955430,87.9307900,-87.9307900,0,2.4233421,1.1757723,-1.1757723,0,28.0927293,,,,587.1759148,,,,107.3560000,0.4080000,-0.4080000,0,5206.0000000,183.0000000,-183.0000000,0,4.6309500,0.2805790,-0.2805790,0,0.7416710,0.0479724,-0.0479724,0
86,1075.01,1075,351601843,CP,0.6047392,0.0000056,-0.0000056,0,1.0403847,0.2214539,-0.2214539,0,1027.6833479,64.4610100,-64.4610100,0,1.8625587,1.4926332,-1.4926332,0,528.0253155,,,,1222.5973095,,,,61.4592000,0.0943500,-0.0943500,0,4046.0000000,170.0000000,-170.0000000,0,4.6096300,0.2306780,-0.2306780,0,0.5803370,0.0172756,-0.0172756,0
87,1076.01,1076,360742636,KP,2.5495611,0.0000007,-0.0000007,0,2.6173308,0.0193336,-0.0193336,0,14921.4021936,81.9604340,-81.9604340,0,12.9171288,0.6510275,-0.6510275,0,757.1284067,,,,1337.8645148,,,,248.4600000,2.1455000,-2.1455000,0,5659.0000000,,,0,4.4465300,,,0,1.0399700,0.0519397,-0.0519397,0
88,1077.01,1077,369960846,PC,1.6062693,0.0000010,-0.0000010,0,1.9561305,0.0446816,-0.0446816,0,16725.3019333,216.1440100,-216.1440100,0,12.6436029,0.3239791,-0.3239791,0,844.2700581,,,,1374.8018137,,,,463.6830000,3.3225000,-3.3225000,0,5192.0000000,182.0000000,-182.0000000,0,4.4617000,2.0036800,-2.0036800,0,0.9843260,,,0
89,1078.01,1078,370133522,CP,0.5182425,0.0000042,-0.0000042,0,0.8565249,0.0753501,-0.0753501,0,831.8920424,40.7684800,-40.7684800,0,1.3485121,0.0900143,-0.0900143,0,255.1405815,,,,1019.3295979,,,,20.3730000,0.0192000,-0.0192000,0,3325.0000000,102.0000000,-102.0000000,0,4.8869300,0.0989410,-0.0989410,0,0.3909890,0.0117402,-0.0117402,0
90,1079.01,1079,379240073,PC,3.1644075,0.0000122,-0.0000122,0,2.0576293,0.2198119,-0.2198119,0,5603.4635466,592.0081000,-592.0081000,0,14.8814743,1.1265037,-1.1265037,0,2206.1550476,,,,1747.9490013,,,,1179.2700000,45.9100000,-45.9100000,0,6519.0000000,194.0000000,-194.0000000,0,4.2206800,,,0,1.7234000,,,0
91,108.01,108,289793076,KP,3.0440541,0.0000043,-0.0000043,0,2.5984575,0.0611654,-0.0611654,0,22236.0165376,490.5109300,-490.5109300,0,12.1086799,0.2679916,-0.2679916,0,315.9871326,,,,1075.3184542,,,,421.8550000,8.3390000,-8.3390000,0,5523.0000000,,,0,4.5219200,,,0,0.8098680,,,0
92,1080.01,1080,161032923,PC,3.9652485,0.0000122,-0.0000122,0,1.0112593,0.5740471,-0.5740471,0,3680.7544436,458.0681500,-458.0681500,0,1.2305102,1.0583848,-1.0583848,0,5.2829448,,,,386.6684768,,,,25.5590000,0.0541000,-0.0541000,0,3296.0000000,64.0000000,-64.0000000,0,4.9663600,0.4075840,-0.4075840,0,0.1999880,0.0059812,-0.0059812,0
93,1081.01,1081,253728991,PC,2.9827800,0.0004420,-0.0004420,0,3.1095280,0.1106960,-0.1106960,0,6136.2316620,315.8986500,-315.8986500,0,11.4670110,11.4753160,-11.4753160,0,,,,,,,,,354.0500000,,,0,6027.0000000,192.0000000,-192.0000000,0,4.2997800,2.0042000,-2.0042000,0,1.2397500,1.2397500,-1.2397500,0
